scenario,apport,prix_total,duree_emprunt_ans,horizon_ans,revente_factor,loyer_mois,rendement_label,principal,mensualite_mois,mortgage_paid_total,capital_restant,encaisse_revente,encaisse_Y2,proceeds_at_H,cout_childcare_total,cashflow_immo_an,net_immo_only,net_avec_babs_soir,net_avec_babs_mixte,net_avec_babs_comp,cout_net_total,heures_semaine
SC_trans_rent,50000,100000,25,5,1.0,600,,50000,245,14699,42999,,38709,43047,12400,-590,,,,,27001,
SC_trans_rent,50000,100000,25,5,1.0,1000,,50000,245,14699,42999,,38709,43047,12400,4210,,,,,12601,
SC_trans_sell,50000,100000,25,5,0.98,,2.5%_brut,50000,245,5880,47337,,36988,38964,12400,,,,,,29315,
SC_trans_sell,50000,100000,25,5,0.98,,3.0%_brut,50000,245,5880,47337,,36988,39368,12400,,,,,,28912,
SC_trans_rent,50000,100000,25,5,0.98,600,,50000,245,14699,42999,,36988,41327,12400,-590,,,,,28722,
SC_trans_rent,50000,100000,25,5,0.98,1000,,50000,245,14699,42999,,36988,41327,12400,4210,,,,,14322,
SC_trans_sell,50000,100000,25,5,0.95,,2.5%_brut,50000,245,5880,47337,,34407,36245,12400,,,,,,32034,
SC_trans_sell,50000,100000,25,5,0.95,,3.0%_brut,50000,245,5880,47337,,34407,36620,12400,,,,,,31659,
SC_trans_rent,50000,100000,25,5,0.95,600,,50000,245,14699,42999,,34407,38745,12400,-590,,,,,31304,
SC_trans_rent,50000,100000,25,5,0.95,1000,,50000,245,14699,42999,,34407,38745,12400,4210,,,,,16904,
SC_trans_sell,50000,100000,25,7,1.0,,2.5%_brut,50000,245,5880,47337,,38709,42217,12400,,,,,,26063,
SC_trans_sell,50000,100000,25,7,1.0,,3.0%_brut,50000,245,5880,47337,,38709,42948,12400,,,,,,25331,
SC_trans_rent,50000,100000,25,7,1.0,600,,50000,245,20578,39859,,38709,46187,12400,-590,,,,,25041,
SC_trans_rent,50000,100000,25,7,1.0,1000,,50000,245,20578,39859,,38709,46187,12400,4210,,,,,1041,
SC_trans_sell,50000,100000,25,7,0.98,,2.5%_brut,50000,245,5880,47337,,36988,40340,12400,,,,,,27939,
SC_trans_sell,50000,100000,25,7,0.98,,3.0%_brut,50000,245,5880,47337,,36988,41039,12400,,,,,,27241,
SC_trans_rent,50000,100000,25,7,0.98,600,,50000,245,20578,39859,,36988,44466,12400,-590,,,,,26762,
SC_trans_rent,50000,100000,25,7,0.98,1000,,50000,245,20578,39859,,36988,44466,12400,4210,,,,,2762,
SC_trans_sell,50000,100000,25,7,0.95,,2.5%_brut,50000,245,5880,47337,,34407,37525,12400,,,,,,30755,
SC_trans_sell,50000,100000,25,7,0.95,,3.0%_brut,50000,245,5880,47337,,34407,38175,12400,,,,,,30105,
SC_trans_rent,50000,100000,25,7,0.95,600,,50000,245,20578,39859,,34407,41885,12400,-590,,,,,29343,
SC_trans_rent,50000,100000,25,7,0.95,1000,,50000,245,20578,39859,,34407,41885,12400,4210,,,,,5343,
SC_trans_sell,50000,110000,10,2,1.0,,2.5%_brut,60000,588,14105,49528,,45124,45124,12400,,,,,,31381,
SC_trans_sell,50000,110000,10,2,1.0,,3.0%_brut,60000,588,14105,49528,,45124,45124,12400,,,,,,31381,
SC_trans_sell,50000,110000,10,2,0.98,,2.5%_brut,60000,588,14105,49528,,43231,43231,12400,,,,,,33274,
SC_trans_sell,50000,110000,10,2,0.98,,3.0%_brut,60000,588,14105,49528,,43231,43231,12400,,,,,,33274,
SC_trans_sell,50000,110000,10,2,0.95,,2.5%_brut,60000,588,14105,49528,,40391,40391,12400,,,,,,36114,
SC_trans_sell,50000,110000,10,2,0.95,,3.0%_brut,60000,588,14105,49528,,40391,40391,12400,,,,,,36114,
SC_trans_sell,50000,110000,10,3,1.0,,2.5%_brut,60000,588,14105,49528,,45124,45913,12400,,,,,,30592,
SC_trans_sell,50000,110000,10,3,1.0,,3.0%_brut,60000,588,14105,49528,,45124,46071,12400,,,,,,30434,
SC_trans_rent,50000,110000,10,3,1.0,600,,60000,588,21158,44027,,45124,50624,12400,-4703,,,,,30583,
SC_trans_rent,50000,110000,10,3,1.0,1000,,60000,588,21158,44027,,45124,50624,12400,97,,,,,25783,
SC_trans_sell,50000,110000,10,3,0.98,,2.5%_brut,60000,588,14105,49528,,43231,43987,12400,,,,,,32518,
SC_trans_sell,50000,110000,10,3,0.98,,3.0%_brut,60000,588,14105,49528,,43231,44138,12400,,,,,,32367,
SC_trans_rent,50000,110000,10,3,0.98,600,,60000,588,21158,44027,,43231,48731,12400,-4703,,,,,32476,
SC_trans_rent,50000,110000,10,3,0.98,1000,,60000,588,21158,44027,,43231,48731,12400,97,,,,,27676,
SC_trans_sell,50000,110000,10,3,0.95,,2.5%_brut,60000,588,14105,49528,,40391,41098,12400,,,,,,35407,
SC_trans_sell,50000,110000,10,3,0.95,,3.0%_brut,60000,588,14105,49528,,40391,41239,12400,,,,,,35266,
SC_trans_rent,50000,110000,10,3,0.95,600,,60000,588,21158,44027,,40391,45892,12400,-4703,,,,,35316,
SC_trans_rent,50000,110000,10,3,0.95,1000,,60000,588,21158,44027,,40391,45892,12400,97,,,,,30516,
SC_trans_sell,50000,110000,10,5,1.0,,2.5%_brut,60000,588,14105,49528,,45124,47534,12400,,,,,,28971,
SC_trans_sell,50000,110000,10,5,1.0,,3.0%_brut,60000,588,14105,49528,,45124,48027,12400,,,,,,28479,
SC_trans_rent,50000,110000,10,5,1.0,600,,60000,588,35263,32466,,45124,62185,12400,-4703,,,,,28427,
SC_trans_rent,50000,110000,10,5,1.0,1000,,60000,588,35263,32466,,45124,62185,12400,97,,,,,14027,
SC_trans_sell,50000,110000,10,5,0.98,,2.5%_brut,60000,588,14105,49528,,43231,45540,12400,,,,,,30965,
SC_trans_sell,50000,110000,10,5,0.98,,3.0%_brut,60000,588,14105,49528,,43231,46012,12400,,,,,,30493,
SC_trans_rent,50000,110000,10,5,0.98,600,,60000,588,35263,32466,,43231,60292,12400,-4703,,,,,30321,
SC_trans_rent,50000,110000,10,5,0.98,1000,,60000,588,35263,32466,,43231,60292,12400,97,,,,,15921,
SC_trans_sell,50000,110000,10,5,0.95,,2.5%_brut,60000,588,14105,49528,,40391,42549,12400,,,,,,33956,
SC_trans_sell,50000,110000,10,5,0.95,,3.0%_brut,60000,588,14105,49528,,40391,42990,12400,,,,,,33516,
SC_trans_rent,50000,110000,10,5,0.95,600,,60000,588,35263,32466,,40391,57453,12400,-4703,,,,,33160,
SC_trans_rent,50000,110000,10,5,0.95,1000,,60000,588,35263,32466,,40391,57453,12400,97,,,,,18760,
SC_trans_sell,50000,110000,10,7,1.0,,2.5%_brut,60000,588,14105,49528,,45124,49213,12400,,,,,,27292,
SC_trans_sell,50000,110000,10,7,1.0,,3.0%_brut,60000,588,14105,49528,,45124,50065,12400,,,,,,26440,
SC_trans_rent,50000,110000,10,7,1.0,600,,60000,588,49368,20118,,45124,74533,12400,-4703,,,,,25484,
SC_trans_rent,50000,110000,10,7,1.0,1000,,60000,588,49368,20118,,45124,74533,12400,97,,,,,1484,
SC_trans_sell,50000,110000,10,7,0.98,,2.5%_brut,60000,588,14105,49528,,43231,47148,12400,,,,,,29357,
SC_trans_sell,50000,110000,10,7,0.98,,3.0%_brut,60000,588,14105,49528,,43231,47964,12400,,,,,,28541,
SC_trans_rent,50000,110000,10,7,0.98,600,,60000,588,49368,20118,,43231,72640,12400,-4703,,,,,27377,
SC_trans_rent,50000,110000,10,7,0.98,1000,,60000,588,49368,20118,,43231,72640,12400,97,,,,,3377,
SC_trans_sell,50000,110000,10,7,0.95,,2.5%_brut,60000,588,14105,49528,,40391,44051,12400,,,,,,32454,
SC_trans_sell,50000,110000,10,7,0.95,,3.0%_brut,60000,588,14105,49528,,40391,44814,12400,,,,,,31691,
SC_trans_rent,50000,110000,10,7,0.95,600,,60000,588,49368,20118,,40391,69801,12400,-4703,,,,,30217,
SC_trans_rent,50000,110000,10,7,0.95,1000,,60000,588,49368,20118,,40391,69801,12400,97,,,,,6217,
SC_trans_sell,50000,110000,15,2,1.0,,2.5%_brut,60000,423,10153,53607,,41044,41044,12400,,,,,,31509,
SC_trans_sell,50000,110000,15,2,1.0,,3.0%_brut,60000,423,10153,53607,,41044,41044,12400,,,,,,31509,
SC_trans_sell,50000,110000,15,2,0.98,,2.5%_brut,60000,423,10153,53607,,39151,39151,12400,,,,,,33402,
SC_trans_sell,50000,110000,15,2,0.98,,3.0%_brut,60000,423,10153,53607,,39151,39151,12400,,,,,,33402,
SC_trans_sell,50000,110000,15,2,0.95,,2.5%_brut,60000,423,10153,53607,,36312,36312,12400,,,,,,36242,
SC_trans_sell,50000,110000,15,2,0.95,,3.0%_brut,60000,423,10153,53607,,36312,36312,12400,,,,,,36242,
SC_trans_sell,50000,110000,15,3,1.0,,2.5%_brut,60000,423,10153,53607,,41044,41763,12400,,,,,,30791,
SC_trans_sell,50000,110000,15,3,1.0,,3.0%_brut,60000,423,10153,53607,,41044,41906,12400,,,,,,30647,
SC_trans_rent,50000,110000,15,3,1.0,600,,60000,423,15230,50248,,41044,44403,12400,-2727,,,,,30877,
SC_trans_rent,50000,110000,15,3,1.0,1000,,60000,423,15230,50248,,41044,44403,12400,2073,,,,,26077,
SC_trans_sell,50000,110000,15,3,0.98,,2.5%_brut,60000,423,10153,53607,,39151,39837,12400,,,,,,32717,
SC_trans_sell,50000,110000,15,3,0.98,,3.0%_brut,60000,423,10153,53607,,39151,39974,12400,,,,,,32580,
SC_trans_rent,50000,110000,15,3,0.98,600,,60000,423,15230,50248,,39151,42510,12400,-2727,,,,,32771,
SC_trans_rent,50000,110000,15,3,0.98,1000,,60000,423,15230,50248,,39151,42510,12400,2073,,,,,27971,
SC_trans_sell,50000,110000,15,3,0.95,,2.5%_brut,60000,423,10153,53607,,36312,36947,12400,,,,,,35606,
SC_trans_sell,50000,110000,15,3,0.95,,3.0%_brut,60000,423,10153,53607,,36312,37074,12400,,,,,,35479,
SC_trans_rent,50000,110000,15,3,0.95,600,,60000,423,15230,50248,,36312,39670,12400,-2727,,,,,35610,
SC_trans_rent,50000,110000,15,3,0.95,1000,,60000,423,15230,50248,,36312,39670,12400,2073,,,,,30810,
SC_trans_sell,50000,110000,15,5,1.0,,2.5%_brut,60000,423,10153,53607,,41044,43237,12400,,,,,,29316,
SC_trans_sell,50000,110000,15,5,1.0,,3.0%_brut,60000,423,10153,53607,,41044,43685,12400,,,,,,28868,
SC_trans_rent,50000,110000,15,5,1.0,600,,60000,423,25384,43191,,41044,51460,12400,-2727,,,,,29273,
SC_trans_rent,50000,110000,15,5,1.0,1000,,60000,423,25384,43191,,41044,51460,12400,2073,,,,,14873,
SC_trans_sell,50000,110000,15,5,0.98,,2.5%_brut,60000,423,10153,53607,,39151,41243,12400,,,,,,31310,
SC_trans_sell,50000,110000,15,5,0.98,,3.0%_brut,60000,423,10153,53607,,39151,41670,12400,,,,,,30883,
SC_trans_rent,50000,110000,15,5,0.98,600,,60000,423,25384,43191,,39151,49567,12400,-2727,,,,,31166,
SC_trans_rent,50000,110000,15,5,0.98,1000,,60000,423,25384,43191,,39151,49567,12400,2073,,,,,16766,
SC_trans_sell,50000,110000,15,5,0.95,,2.5%_brut,60000,423,10153,53607,,36312,38252,12400,,,,,,34302,
SC_trans_sell,50000,110000,15,5,0.95,,3.0%_brut,60000,423,10153,53607,,36312,38648,12400,,,,,,33905,
SC_trans_rent,50000,110000,15,5,0.95,600,,60000,423,25384,43191,,36312,46728,12400,-2727,,,,,34006,
SC_trans_rent,50000,110000,15,5,0.95,1000,,60000,423,25384,43191,,36312,46728,12400,2073,,,,,19606,
SC_trans_sell,50000,110000,15,7,1.0,,2.5%_brut,60000,423,10153,53607,,41044,44764,12400,,,,,,27790,
SC_trans_sell,50000,110000,15,7,1.0,,3.0%_brut,60000,423,10153,53607,,41044,45539,12400,,,,,,27014,
SC_trans_rent,50000,110000,15,7,1.0,600,,60000,423,35537,35652,,41044,58999,12400,-2727,,,,,27188,
SC_trans_rent,50000,110000,15,7,1.0,1000,,60000,423,35537,35652,,41044,58999,12400,2073,,,,,3188,
SC_trans_sell,50000,110000,15,7,0.98,,2.5%_brut,60000,423,10153,53607,,39151,42699,12400,,,,,,29854,
SC_trans_sell,50000,110000,15,7,0.98,,3.0%_brut,60000,423,10153,53607,,39151,43439,12400,,,,,,29115,
SC_trans_rent,50000,110000,15,7,0.98,600,,60000,423,35537,35652,,39151,57106,12400,-2727,,,,,29081,
SC_trans_rent,50000,110000,15,7,0.98,1000,,60000,423,35537,35652,,39151,57106,12400,2073,,,,,5081,
SC_trans_sell,50000,110000,15,7,0.95,,2.5%_brut,60000,423,10153,53607,,36312,39602,12400,,,,,,32951,
SC_trans_sell,50000,110000,15,7,0.95,,3.0%_brut,60000,423,10153,53607,,36312,40288,12400,,,,,,32265,
SC_trans_rent,50000,110000,15,7,0.95,600,,60000,423,35537,35652,,36312,54266,12400,-2727,,,,,31921,
SC_trans_rent,50000,110000,15,7,0.95,1000,,60000,423,35537,35652,,36312,54266,12400,2073,,,,,7921,
SC_trans_sell,50000,110000,20,2,1.0,,2.5%_brut,60000,342,8204,55619,,39032,39032,12400,,,,,,31572,
SC_trans_sell,50000,110000,20,2,1.0,,3.0%_brut,60000,342,8204,55619,,39032,39032,12400,,,,,,31572,
SC_trans_sell,50000,110000,20,2,0.98,,2.5%_brut,60000,342,8204,55619,,37139,37139,12400,,,,,,33465,
SC_trans_sell,50000,110000,20,2,0.98,,3.0%_brut,60000,342,8204,55619,,37139,37139,12400,,,,,,33465,
SC_trans_sell,50000,110000,20,2,0.95,,2.5%_brut,60000,342,8204,55619,,34300,34300,12400,,,,,,36304,
SC_trans_sell,50000,110000,20,2,0.95,,3.0%_brut,60000,342,8204,55619,,34300,34300,12400,,,,,,36304,
SC_trans_sell,50000,110000,20,3,1.0,,2.5%_brut,60000,342,8204,55619,,39032,39715,12400,,,,,,30889,
SC_trans_sell,50000,110000,20,3,1.0,,3.0%_brut,60000,342,8204,55619,,39032,39852,12400,,,,,,30752,
SC_trans_rent,50000,110000,20,3,1.0,600,,60000,342,12306,53318,,39032,41334,12400,-1752,,,,,31023,
SC_trans_rent,50000,110000,20,3,1.0,1000,,60000,342,12306,53318,,39032,41334,12400,3048,,,,,26223,
SC_trans_sell,50000,110000,20,3,0.98,,2.5%_brut,60000,342,8204,55619,,37139,37789,12400,,,,,,32815,
SC_trans_sell,50000,110000,20,3,0.98,,3.0%_brut,60000,342,8204,55619,,37139,37919,12400,,,,,,32685,
SC_trans_rent,50000,110000,20,3,0.98,600,,60000,342,12306,53318,,37139,39441,12400,-1752,,,,,32916,
SC_trans_rent,50000,110000,20,3,0.98,1000,,60000,342,12306,53318,,37139,39441,12400,3048,,,,,28116,
SC_trans_sell,50000,110000,20,3,0.95,,2.5%_brut,60000,342,8204,55619,,34300,34900,12400,,,,,,35704,
SC_trans_sell,50000,110000,20,3,0.95,,3.0%_brut,60000,342,8204,55619,,34300,35020,12400,,,,,,35584,
SC_trans_rent,50000,110000,20,3,0.95,600,,60000,342,12306,53318,,34300,36601,12400,-1752,,,,,35755,
SC_trans_rent,50000,110000,20,3,0.95,1000,,60000,342,12306,53318,,34300,36601,12400,3048,,,,,30955,
SC_trans_sell,50000,110000,20,5,1.0,,2.5%_brut,60000,342,8204,55619,,39032,41118,12400,,,,,,29487,
SC_trans_sell,50000,110000,20,5,1.0,,3.0%_brut,60000,342,8204,55619,,39032,41543,12400,,,,,,29061,
SC_trans_rent,50000,110000,20,5,1.0,600,,60000,342,20510,48481,,39032,46170,12400,-1752,,,,,29690,
SC_trans_rent,50000,110000,20,5,1.0,1000,,60000,342,20510,48481,,39032,46170,12400,3048,,,,,15290,
SC_trans_sell,50000,110000,20,5,0.98,,2.5%_brut,60000,342,8204,55619,,37139,39123,12400,,,,,,31481,
SC_trans_sell,50000,110000,20,5,0.98,,3.0%_brut,60000,342,8204,55619,,37139,39529,12400,,,,,,31076,
SC_trans_rent,50000,110000,20,5,0.98,600,,60000,342,20510,48481,,37139,44277,12400,-1752,,,,,31583,
SC_trans_rent,50000,110000,20,5,0.98,1000,,60000,342,20510,48481,,37139,44277,12400,3048,,,,,17183,
SC_trans_sell,50000,110000,20,5,0.95,,2.5%_brut,60000,342,8204,55619,,34300,36132,12400,,,,,,34472,
SC_trans_sell,50000,110000,20,5,0.95,,3.0%_brut,60000,342,8204,55619,,34300,36506,12400,,,,,,34098,
SC_trans_rent,50000,110000,20,5,0.95,600,,60000,342,20510,48481,,34300,41437,12400,-1752,,,,,34423,
SC_trans_rent,50000,110000,20,5,0.95,1000,,60000,342,20510,48481,,34300,41437,12400,3048,,,,,20023,
SC_trans_sell,50000,110000,20,7,1.0,,2.5%_brut,60000,342,8204,55619,,39032,42569,12400,,,,,,28035,
SC_trans_sell,50000,110000,20,7,1.0,,3.0%_brut,60000,342,8204,55619,,39032,43306,12400,,,,,,27298,
SC_trans_rent,50000,110000,20,7,1.0,600,,60000,342,28715,43315,,39032,51336,12400,-1752,,,,,28029,
SC_trans_rent,50000,110000,20,7,1.0,1000,,60000,342,28715,43315,,39032,51336,12400,3048,,,,,4029,
SC_trans_sell,50000,110000,20,7,0.98,,2.5%_brut,60000,342,8204,55619,,37139,40505,12400,,,,,,30099,
SC_trans_sell,50000,110000,20,7,0.98,,3.0%_brut,60000,342,8204,55619,,37139,41206,12400,,,,,,29398,
SC_trans_rent,50000,110000,20,7,0.98,600,,60000,342,28715,43315,,37139,49443,12400,-1752,,,,,29922,
SC_trans_rent,50000,110000,20,7,0.98,1000,,60000,342,28715,43315,,37139,49443,12400,3048,,,,,5922,
SC_trans_sell,50000,110000,20,7,0.95,,2.5%_brut,60000,342,8204,55619,,34300,37408,12400,,,,,,33196,
SC_trans_sell,50000,110000,20,7,0.95,,3.0%_brut,60000,342,8204,55619,,34300,38056,12400,,,,,,32548,
SC_trans_rent,50000,110000,20,7,0.95,600,,60000,342,28715,43315,,34300,46603,12400,-1752,,,,,32761,
SC_trans_rent,50000,110000,20,7,0.95,1000,,60000,342,28715,43315,,34300,46603,12400,3048,,,,,8761,
SC_trans_sell,50000,110000,25,2,1.0,,2.5%_brut,60000,294,7055,56805,,37847,37847,12400,,,,,,31609,
SC_trans_sell,50000,110000,25,2,1.0,,3.0%_brut,60000,294,7055,56805,,37847,37847,12400,,,,,,31609,
SC_trans_sell,50000,110000,25,2,0.98,,2.5%_brut,60000,294,7055,56805,,35953,35953,12400,,,,,,33502,
SC_trans_sell,50000,110000,25,2,0.98,,3.0%_brut,60000,294,7055,56805,,35953,35953,12400,,,,,,33502,
SC_trans_sell,50000,110000,25,2,0.95,,2.5%_brut,60000,294,7055,56805,,33114,33114,12400,,,,,,36341,
SC_trans_sell,50000,110000,25,2,0.95,,3.0%_brut,60000,294,7055,56805,,33114,33114,12400,,,,,,36341,
SC_trans_sell,50000,110000,25,3,1.0,,2.5%_brut,60000,294,7055,56805,,37847,38509,12400,,,,,,30947,
SC_trans_sell,50000,110000,25,3,1.0,,3.0%_brut,60000,294,7055,56805,,37847,38641,12400,,,,,,30814,
SC_trans_rent,50000,110000,25,3,1.0,600,,60000,294,10583,55126,,37847,39525,12400,-1178,,,,,31108,
SC_trans_rent,50000,110000,25,3,1.0,1000,,60000,294,10583,55126,,37847,39525,12400,3622,,,,,26308,
SC_trans_sell,50000,110000,25,3,0.98,,2.5%_brut,60000,294,7055,56805,,35953,36583,12400,,,,,,32873,
SC_trans_sell,50000,110000,25,3,0.98,,3.0%_brut,60000,294,7055,56805,,35953,36709,12400,,,,,,32747,
SC_trans_rent,50000,110000,25,3,0.98,600,,60000,294,10583,55126,,35953,37632,12400,-1178,,,,,33001,
SC_trans_rent,50000,110000,25,3,0.98,1000,,60000,294,10583,55126,,35953,37632,12400,3622,,,,,28201,
SC_trans_sell,50000,110000,25,3,0.95,,2.5%_brut,60000,294,7055,56805,,33114,33693,12400,,,,,,35762,
SC_trans_sell,50000,110000,25,3,0.95,,3.0%_brut,60000,294,7055,56805,,33114,33809,12400,,,,,,35646,
SC_trans_rent,50000,110000,25,3,0.95,600,,60000,294,10583,55126,,33114,34792,12400,-1178,,,,,35841,
SC_trans_rent,50000,110000,25,3,0.95,1000,,60000,294,10583,55126,,33114,34792,12400,3622,,,,,31041,
SC_trans_sell,50000,110000,25,5,1.0,,2.5%_brut,60000,294,7055,56805,,37847,39868,12400,,,,,,29587,
SC_trans_sell,50000,110000,25,5,1.0,,3.0%_brut,60000,294,7055,56805,,37847,40281,12400,,,,,,29174,
SC_trans_rent,50000,110000,25,5,1.0,600,,60000,294,17639,51599,,37847,43052,12400,-1178,,,,,29936,
SC_trans_rent,50000,110000,25,5,1.0,1000,,60000,294,17639,51599,,37847,43052,12400,3622,,,,,15536,
SC_trans_sell,50000,110000,25,5,0.98,,2.5%_brut,60000,294,7055,56805,,35953,37874,12400,,,,,,31581,
SC_trans_sell,50000,110000,25,5,0.98,,3.0%_brut,60000,294,7055,56805,,35953,38266,12400,,,,,,31189,
SC_trans_rent,50000,110000,25,5,0.98,600,,60000,294,17639,51599,,35953,41159,12400,-1178,,,,,31829,
SC_trans_rent,50000,110000,25,5,0.98,1000,,60000,294,17639,51599,,35953,41159,12400,3622,,,,,17429,
SC_trans_sell,50000,110000,25,5,0.95,,2.5%_brut,60000,294,7055,56805,,33114,34883,12400,,,,,,34572,
SC_trans_sell,50000,110000,25,5,0.95,,3.0%_brut,60000,294,7055,56805,,33114,35244,12400,,,,,,34211,
SC_trans_rent,50000,110000,25,5,0.95,600,,60000,294,17639,51599,,33114,38320,12400,-1178,,,,,34669,
SC_trans_rent,50000,110000,25,5,0.95,1000,,60000,294,17639,51599,,33114,38320,12400,3622,,,,,20269,
SC_trans_sell,50000,110000,25,7,1.0,,2.5%_brut,60000,294,7055,56805,,37847,41276,12400,,,,,,28179,
SC_trans_sell,50000,110000,25,7,1.0,,3.0%_brut,60000,294,7055,56805,,37847,41991,12400,,,,,,27465,
SC_trans_rent,50000,110000,25,7,1.0,600,,60000,294,24694,47831,,37847,46820,12400,-1178,,,,,28524,
SC_trans_rent,50000,110000,25,7,1.0,1000,,60000,294,24694,47831,,37847,46820,12400,3622,,,,,4524,
SC_trans_sell,50000,110000,25,7,0.98,,2.5%_brut,60000,294,7055,56805,,35953,39211,12400,,,,,,30244,
SC_trans_sell,50000,110000,25,7,0.98,,3.0%_brut,60000,294,7055,56805,,35953,39891,12400,,,,,,29565,
SC_trans_rent,50000,110000,25,7,0.98,600,,60000,294,24694,47831,,35953,44927,12400,-1178,,,,,30417,
SC_trans_rent,50000,110000,25,7,0.98,1000,,60000,294,24694,47831,,35953,44927,12400,3622,,,,,6417,
SC_trans_sell,50000,110000,25,7,0.95,,2.5%_brut,60000,294,7055,56805,,33114,36115,12400,,,,,,33341,
SC_trans_sell,50000,110000,25,7,0.95,,3.0%_brut,60000,294,7055,56805,,33114,36740,12400,,,,,,32715,
SC_trans_rent,50000,110000,25,7,0.95,600,,60000,294,24694,47831,,33114,42087,12400,-1178,,,,,33257,
SC_trans_rent,50000,110000,25,7,0.95,1000,,60000,294,24694,47831,,33114,42087,12400,3622,,,,,9257,
SC_trans_sell,50000,120000,10,2,1.0,,2.5%_brut,70000,686,16456,57782,,45474,45474,12400,,,,,,33382,
SC_trans_sell,50000,120000,10,2,1.0,,3.0%_brut,70000,686,16456,57782,,45474,45474,12400,,,,,,33382,
SC_trans_sell,50000,120000,10,2,0.98,,2.5%_brut,70000,686,16456,57782,,43409,43409,12400,,,,,,35447,
SC_trans_sell,50000,120000,10,2,0.98,,3.0%_brut,70000,686,16456,57782,,43409,43409,12400,,,,,,35447,
SC_trans_sell,50000,120000,10,2,0.95,,2.5%_brut,70000,686,16456,57782,,40311,40311,12400,,,,,,38545,
SC_trans_sell,50000,120000,10,2,0.95,,3.0%_brut,70000,686,16456,57782,,40311,40311,12400,,,,,,38545,
SC_trans_sell,50000,120000,10,3,1.0,,2.5%_brut,70000,686,16456,57782,,45474,46269,12400,,,,,,32586,
SC_trans_sell,50000,120000,10,3,1.0,,3.0%_brut,70000,686,16456,57782,,45474,46429,12400,,,,,,32427,
SC_trans_rent,50000,120000,10,3,1.0,600,,70000,686,24684,51365,,45474,51891,12400,-5878,,,,,32843,
SC_trans_rent,50000,120000,10,3,1.0,1000,,70000,686,24684,51365,,45474,51891,12400,-1078,,,,,28043,
SC_trans_sell,50000,120000,10,3,0.98,,2.5%_brut,70000,686,16456,57782,,43409,44168,12400,,,,,,34688,
SC_trans_sell,50000,120000,10,3,0.98,,3.0%_brut,70000,686,16456,57782,,43409,44320,12400,,,,,,34536,
SC_trans_rent,50000,120000,10,3,0.98,600,,70000,686,24684,51365,,43409,49826,12400,-5878,,,,,34908,
SC_trans_rent,50000,120000,10,3,0.98,1000,,70000,686,24684,51365,,43409,49826,12400,-1078,,,,,30108,
SC_trans_sell,50000,120000,10,3,0.95,,2.5%_brut,70000,686,16456,57782,,40311,41016,12400,,,,,,37840,
SC_trans_sell,50000,120000,10,3,0.95,,3.0%_brut,70000,686,16456,57782,,40311,41157,12400,,,,,,37698,
SC_trans_rent,50000,120000,10,3,0.95,600,,70000,686,24684,51365,,40311,46729,12400,-5878,,,,,38005,
SC_trans_rent,50000,120000,10,3,0.95,1000,,70000,686,24684,51365,,40311,46729,12400,-1078,,,,,33205,
SC_trans_sell,50000,120000,10,5,1.0,,2.5%_brut,70000,686,16456,57782,,45474,47903,12400,,,,,,30953,
SC_trans_sell,50000,120000,10,5,1.0,,3.0%_brut,70000,686,16456,57782,,45474,48399,12400,,,,,,30457,
SC_trans_rent,50000,120000,10,5,1.0,600,,70000,686,41140,37877,,45474,65379,12400,-5878,,,,,31111,
SC_trans_rent,50000,120000,10,5,1.0,1000,,70000,686,41140,37877,,45474,65379,12400,-1078,,,,,16711,
SC_trans_sell,50000,120000,10,5,0.98,,2.5%_brut,70000,686,16456,57782,,43409,45728,12400,,,,,,33128,
SC_trans_sell,50000,120000,10,5,0.98,,3.0%_brut,70000,686,16456,57782,,43409,46201,12400,,,,,,32655,
SC_trans_rent,50000,120000,10,5,0.98,600,,70000,686,41140,37877,,43409,63314,12400,-5878,,,,,33176,
SC_trans_rent,50000,120000,10,5,0.98,1000,,70000,686,41140,37877,,43409,63314,12400,-1078,,,,,18776,
SC_trans_sell,50000,120000,10,5,0.95,,2.5%_brut,70000,686,16456,57782,,40311,42464,12400,,,,,,36391,
SC_trans_sell,50000,120000,10,5,0.95,,3.0%_brut,70000,686,16456,57782,,40311,42904,12400,,,,,,35952,
SC_trans_rent,50000,120000,10,5,0.95,600,,70000,686,41140,37877,,40311,60216,12400,-5878,,,,,36274,
SC_trans_rent,50000,120000,10,5,0.95,1000,,70000,686,41140,37877,,40311,60216,12400,-1078,,,,,21874,
